�Ͻ�,��ձ��,�������,�ְ����,�ϰ�����(mm),�ִ� ǳ��(m/s),��� ǳ��(m/s),�ּ� ������(%),��� ������(%),��� �������(hPa),��� �ظ���(hPa),�հ� �����ð�(hr),�հ� �ϻ緮(MJ/m2),��� ���(1/10),��� ����µ�,1���� ��� ��ü��,2���� ��� ��ü��,3���� ��� ��ü��,��� ��ü��
2021-10-02,20.7 ,16.4 ,26.6 ,0.0 ,3.3 ,1.6 ,50.0 ,77.1 ,1003.6 ,1013.5 ,8.1 ,16.9 ,4.0 ,23.2 ,2406 ,1735 ,2681 ,2483 
2021-10-03,22.3 ,17.1 ,28.8 ,0.0 ,4.5 ,1.9 ,40.0 ,69.5 ,1008.4 ,1018.3 ,8.4 ,17.5 ,2.0 ,22.9 ,2483 ,2406 ,1735 ,2552 
2021-10-04,22.9 ,19.2 ,25.6 ,3.6 ,6.1 ,2.9 ,71.0 ,81.0 ,1009.2 ,1019.1 ,0.0 ,3.0 ,9.5 ,21.7 ,2552 ,2483 ,2406 ,3055 
2021-10-05,23.6 ,21.7 ,26.5 ,0.0 ,6.2 ,3.3 ,65.0 ,82.4 ,1010.1 ,1020.0 ,1.5 ,8.1 ,8.1 ,23.2 ,3055 ,2552 ,2483 ,2476 
2021-10-06,18.8 ,17.9 ,21.7 ,6.4 ,4.3 ,2.8 ,83.0 ,91.5 ,1009.5 ,1019.5 ,1.2 ,3.3 ,9.0 ,20.2 ,2476 ,3055 ,2552 ,2673 
2021-10-07,19.4 ,17.9 ,21.9 ,4.6 ,4.0 ,1.9 ,74.0 ,85.5 ,1006.7 ,1016.7 ,0.0 ,4.9 ,9.4 ,20.6 ,2673 ,2476 ,3055 ,2698 
2021-10-08,18.8 ,17.5 ,20.0 ,3.5 ,2.9 ,1.7 ,85.0 ,91.3 ,1010.9 ,1020.9 ,0.0 ,2.8 ,9.5 ,19.8 ,2698 ,2673 ,2476 ,2906 
2021-10-09,20.9 ,18.5 ,24.1 ,0.4 ,3.7 ,2.3 ,72.0 ,83.5 ,1011.8 ,1021.8 ,1.9 ,7.1 ,6.8 ,20.5 ,2906 ,2698 ,2673 ,2317 
2021-10-10,19.9 ,14.9 ,24.3 ,14.2 ,4.7 ,2.2 ,80.0 ,89.0 ,1007.9 ,1017.9 ,0.0 ,3.1 ,9.8 ,20.6 ,2317 ,2906 ,2698 ,2580 
2021-10-11,15.2 ,12.6 ,17.8 ,0.3 ,6.0 ,2.2 ,67.0 ,78.6 ,1011.4 ,1021.6 ,1.7 ,8.5 ,8.3 ,18.0 ,2580 ,2317 ,2906 ,2368 
2021-10-12,17.9 ,15.8 ,21.3 ,0.0 ,5.9 ,3.3 ,53.0 ,67.1 ,1014.8 ,1024.9 ,3.0 ,11.6 ,6.9 ,18.2 ,2368 ,2580 ,2317 ,2341 
2021-10-13,19.6 ,14.9 ,25.2 ,0.0 ,4.1 ,2.4 ,52.0 ,66.6 ,1013.5 ,1023.6 ,9.0 ,17.3 ,2.1 ,19.3 ,2341 ,2368 ,2580 ,2322 
2021-10-14,19.7 ,17.4 ,23.9 ,0.0 ,4.2 ,2.0 ,54.0 ,73.6 ,1009.2 ,1019.2 ,6.1 ,12.9 ,5.8 ,20.9 ,2322 ,2341 ,2368 ,2309 
2021-10-15,19.0 ,17.0 ,21.4 ,0.0 ,3.8 ,2.1 ,58.0 ,74.4 ,1008.2 ,1018.2 ,0.7 ,7.2 ,9.6 ,20.1 ,2309 ,2322 ,2341 ,2308 
2021-10-16,10.7 ,4.2 ,18.1 ,0.0 ,5.7 ,3.4 ,31.0 ,47.5 ,1013.0 ,1023.4 ,1.5 ,8.8 ,6.1 ,13.8 ,2308 ,2309 ,2322 ,2088 
2021-10-17,5.6 ,1.3 ,10.8 ,0.0 ,7.1 ,2.9 ,25.0 ,37.4 ,1017.7 ,1028.4 ,10.3 ,18.7 ,0.0 ,10.5 ,2088 ,2308 ,2309 ,1210 
2021-10-18,9.6 ,2.8 ,16.1 ,5.6 ,3.6 ,2.0 ,36.0 ,60.4 ,1012.9 ,1023.4 ,4.3 ,12.1 ,6.6 ,11.7 ,1210 ,2088 ,2308 ,920 
2021-10-19,10.9 ,7.1 ,15.0 ,4.4 ,5.4 ,2.4 ,47.0 ,72.8 ,1009.3 ,1019.7 ,6.5 ,13.3 ,4.0 ,13.9 ,920 ,1210 ,2088 ,351 
2021-10-20,9.5 ,4.6 ,15.8 ,0.0 ,3.7 ,1.7 ,35.0 ,64.9 ,1011.0 ,1021.5 ,10.0 ,16.7 ,0.3 ,12.7 ,351 ,920 ,1210 ,315 
2021-10-21,9.8 ,4.9 ,16.2 ,0.0 ,3.6 ,1.7 ,40.0 ,64.1 ,1009.7 ,1020.1 ,4.0 ,5.1 ,3.3 ,12.2 ,315 ,351 ,920 ,341 
2021-10-22,10.8 ,5.2 ,17.2 ,0.0 ,4.9 ,1.8 ,33.0 ,58.4 ,1012.2 ,1022.6 ,10.0 ,16.5 ,0.8 ,12.5 ,341 ,315 ,351 ,342 
2021-10-23,11.4 ,5.7 ,18.4 ,0.0 ,3.4 ,1.6 ,30.0 ,57.3 ,1017.7 ,1028.1 ,9.6 ,16.3 ,0.3 ,12.5 ,342 ,341 ,315 ,437 
2021-10-24,11.4 ,6.0 ,18.1 ,0.0 ,3.2 ,1.7 ,38.0 ,63.1 ,1015.9 ,1026.3 ,9.9 ,16.0 ,0.3 ,12.4 ,437 ,342 ,341 ,419 
2021-10-25,11.7 ,6.3 ,17.6 ,0.0 ,3.5 ,1.9 ,35.0 ,64.5 ,1012.7 ,1023.1 ,7.0 ,11.7 ,0.8 ,12.7 ,419 ,437 ,342 ,444 
2021-10-26,13.0 ,7.7 ,19.0 ,0.0 ,3.0 ,1.7 ,48.0 ,74.5 ,1009.9 ,1020.2 ,8.6 ,13.1 ,3.6 ,12.9 ,444 ,419 ,437 ,400 
2021-10-27,13.4 ,9.8 ,18.1 ,0.0 ,4.0 ,2.2 ,32.0 ,63.4 ,1009.2 ,1019.5 ,8.2 ,14.7 ,2.5 ,13.9 ,400 ,444 ,419 ,669 
2021-10-28,12.7 ,7.1 ,20.0 ,0.0 ,3.7 ,1.4 ,31.0 ,54.6 ,1013.1 ,1023.4 ,9.7 ,15.6 ,0.0 ,12.7 ,669 ,400 ,444 ,691 
2021-10-29,14.6 ,10.5 ,20.6 ,0.0 ,3.7 ,2.0 ,36.0 ,55.9 ,1014.5 ,1024.8 ,8.7 ,14.2 ,4.6 ,13.9 ,691 ,669 ,400 ,765 
2021-10-30,13.8 ,11.0 ,18.0 ,0.0 ,3.1 ,1.6 ,48.0 ,62.4 ,1013.5 ,1023.8 ,1.6 ,6.4 ,6.1 ,12.9 ,765 ,691 ,669 ,829 
2021-10-31,14.1 ,9.2 ,20.3 ,0.7 ,3.9 ,1.6 ,46.0 ,73.3 ,1013.4 ,1023.7 ,7.6 ,12.3 ,3.8 ,14.0 ,829 ,765 ,691 ,745 
2022-05-04,17.8 ,10.0 ,25.2 ,0.0 ,5.7 ,2.7 ,31.0 ,43.3 ,1008.5 ,1018.6 ,12.6 ,27.2 ,0.0 ,23.3 ,945 ,721 ,568 ,904 
2022-05-05,18.9 ,12.5 ,25.8 ,0.0 ,4.8 ,2.2 ,30.0 ,48.1 ,1008.3 ,1018.4 ,12.7 ,29.4 ,0.5 ,26.5 ,904 ,945 ,721 ,1057 
2022-05-06,19.6 ,13.7 ,25.6 ,0.0 ,5.1 ,2.5 ,40.0 ,67.1 ,1006.1 ,1016.1 ,10.3 ,25.6 ,5.3 ,25.6 ,1057 ,904 ,945 ,1033 
2022-05-07,18.4 ,15.3 ,23.1 ,0.5 ,5.9 ,3.0 ,18.0 ,52.4 ,1006.6 ,1016.7 ,6.8 ,22.6 ,8.6 ,23.2 ,1033 ,1057 ,904 ,1067 
2022-05-08,15.3 ,11.7 ,18.2 ,2.0 ,5.2 ,2.8 ,35.0 ,51.8 ,1008.7 ,1018.9 ,0.0 ,6.2 ,9.1 ,16.2 ,1067 ,1033 ,1057 ,1556 
2022-05-09,17.9 ,11.0 ,25.3 ,0.0 ,4.5 ,2.2 ,30.0 ,56.4 ,1007.8 ,1017.9 ,12.8 ,29.3 ,3.1 ,23.6 ,1556 ,1067 ,1033 ,710 
2022-05-10,19.9 ,13.6 ,26.3 ,0.0 ,4.6 ,2.2 ,16.0 ,39.0 ,1005.7 ,1015.7 ,9.5 ,27.8 ,7.3 ,26.7 ,710 ,1556 ,1067 ,1508 
2022-05-11,19.7 ,16.6 ,25.2 ,0.0 ,4.4 ,2.4 ,35.0 ,50.4 ,1004.7 ,1014.6 ,9.8 ,25.7 ,6.9 ,28.2 ,1508 ,710 ,1556 ,1365 
2022-05-12,20.9 ,14.1 ,28.1 ,0.0 ,4.8 ,1.9 ,32.0 ,51.5 ,1000.7 ,1010.6 ,11.4 ,27.5 ,3.9 ,28.5 ,1365 ,1508 ,710 ,1536 
2022-05-13,19.4 ,15.0 ,25.2 ,0.0 ,6.1 ,2.2 ,28.0 ,45.8 ,997.5 ,1007.4 ,4.8 ,20.0 ,5.9 ,24.2 ,1536 ,1365 ,1508 ,1703 
2022-05-14,15.7 ,11.9 ,20.0 ,0.0 ,6.3 ,3.3 ,29.0 ,45.5 ,1001.8 ,1011.9 ,10.8 ,22.6 ,4.4 ,22.0 ,1703 ,1536 ,1365 ,1570 
2022-05-15,16.2 ,10.5 ,22.4 ,0.0 ,6.4 ,3.2 ,24.0 ,39.8 ,1003.6 ,1013.7 ,12.9 ,30.0 ,2.0 ,24.7 ,1570 ,1703 ,1536 ,1399 
2022-05-16,17.3 ,10.9 ,23.7 ,0.0 ,5.9 ,2.8 ,36.0 ,56.3 ,1001.0 ,1011.1 ,13.1 ,28.9 ,0.5 ,25.5 ,1399 ,1570 ,1703 ,1411 
2022-05-17,20.0 ,13.0 ,27.4 ,0.0 ,5.1 ,2.4 ,36.0 ,60.1 ,1002.6 ,1012.5 ,12.8 ,27.6 ,0.3 ,27.5 ,1411 ,1399 ,1570 ,1614 
2022-05-18,20.0 ,15.7 ,25.4 ,1.5 ,6.0 ,2.9 ,39.0 ,59.4 ,1005.5 ,1015.4 ,6.4 ,15.7 ,4.3 ,19.6 ,1614 ,1411 ,1399 ,1608 
2022-05-19,19.9 ,16.1 ,24.2 ,0.0 ,5.4 ,3.0 ,43.0 ,53.6 ,1006.0 ,1016.0 ,7.8 ,21.0 ,4.9 ,24.5 ,1608 ,1614 ,1411 ,1588 
2022-05-20,20.6 ,15.6 ,25.8 ,0.0 ,5.1 ,2.3 ,28.0 ,52.8 ,1003.2 ,1013.1 ,10.8 ,25.7 ,5.0 ,26.6 ,1588 ,1608 ,1614 ,1696 
2022-05-21,20.1 ,16.1 ,26.0 ,0.0 ,5.1 ,2.5 ,48.0 ,70.8 ,999.1 ,1009.0 ,9.3 ,24.9 ,3.6 ,27.1 ,1696 ,1588 ,1608 ,1655 
2022-05-22,20.3 ,15.7 ,25.8 ,0.0 ,4.6 ,2.5 ,52.0 ,70.9 ,997.6 ,1007.5 ,9.0 ,24.3 ,3.8 ,27.6 ,1655 ,1696 ,1588 ,1576 
2022-05-23,23.0 ,17.8 ,30.7 ,0.0 ,4.3 ,2.3 ,39.0 ,63.5 ,1001.7 ,1011.5 ,10.4 ,26.0 ,3.0 ,30.2 ,1576 ,1655 ,1696 ,1923 
2022-05-24,22.9 ,16.7 ,30.2 ,0.0 ,4.6 ,2.1 ,29.0 ,56.8 ,1003.7 ,1013.5 ,12.3 ,28.9 ,3.4 ,30.8 ,1923 ,1576 ,1655 ,2288 
2022-05-25,21.0 ,16.7 ,26.7 ,3.5 ,5.0 ,2.6 ,36.0 ,66.6 ,998.4 ,1008.3 ,8.1 ,22.6 ,6.5 ,28.7 ,2288 ,1923 ,1576 ,2602 
2022-05-26,18.7 ,14.1 ,23.5 ,0.0 ,7.6 ,3.7 ,29.0 ,59.9 ,993.9 ,1003.8 ,11.6 ,28.9 ,4.5 ,24.7 ,2602 ,2288 ,1923 ,1958 
2022-05-27,20.0 ,16.0 ,25.6 ,0.0 ,6.3 ,3.3 ,47.0 ,62.5 ,991.1 ,1000.9 ,11.8 ,28.7 ,2.4 ,29.1 ,1958 ,2602 ,2288 ,2369 
2022-05-28,22.3 ,15.0 ,29.3 ,0.0 ,6.8 ,2.8 ,29.0 ,54.1 ,995.1 ,1004.8 ,12.4 ,27.5 ,2.1 ,27.2 ,2369 ,1958 ,2602 ,2743 
2022-05-29,23.1 ,19.3 ,29.7 ,0.0 ,5.0 ,2.3 ,39.0 ,66.4 ,995.0 ,1004.7 ,7.0 ,21.5 ,6.0 ,27.0 ,2743 ,2369 ,1958 ,2412 
2022-05-30,20.8 ,17.2 ,24.7 ,0.0 ,4.8 ,2.5 ,55.0 ,71.0 ,992.5 ,1002.3 ,0.2 ,9.8 ,7.9 ,23.4 ,2412 ,2743 ,2369 ,2672 
2022-05-31,20.7 ,14.2 ,27.2 ,0.0 ,6.6 ,2.5 ,19.0 ,42.4 ,997.5 ,1007.4 ,12.0 ,27.5 ,1.4 ,28.1 ,2672 ,2412 ,2743 ,2703 
2022-06-01,22.1 ,16.2 ,28.6 ,0.0 ,5.5 ,2.6 ,18.0 ,41.6 ,995.8 ,1005.6 ,13.5 ,30.8 ,0.6 ,29.4 ,2703 ,2672 ,2412 ,2793 
2022-06-02,21.5 ,17.1 ,26.9 ,0.0 ,4.5 ,2.7 ,46.0 ,67.4 ,997.3 ,1007.2 ,10.4 ,27.1 ,3.9 ,30.6 ,2793 ,2703 ,2672 ,2378 
2022-06-03,24.5 ,18.7 ,32.6 ,0.0 ,4.6 ,2.0 ,34.0 ,62.8 ,999.4 ,1009.2 ,10.6 ,27.2 ,4.1 ,33.7 ,2378 ,2793 ,2703 ,2338 
2022-06-04,25.6 ,20.3 ,29.7 ,0.0 ,2.8 ,1.7 ,44.0 ,57.0 ,999.4 ,1009.1 ,6.2 ,18.2 ,7.0 ,30.4 ,2338 ,2378 ,2793 ,2462 
2022-06-05,22.7 ,20.2 ,27.0 ,0.0 ,4.3 ,2.3 ,43.0 ,59.8 ,992.9 ,1002.6 ,0.1 ,8.2 ,9.1 ,23.8 ,2462 ,2338 ,2378 ,2819 
2022-06-06,19.7 ,16.7 ,24.5 ,4.3 ,5.7 ,3.2 ,47.0 ,69.0 ,991.8 ,1001.6 ,5.5 ,21.0 ,6.9 ,23.4 ,2819 ,2462 ,2338 ,1590 
2022-06-07,20.6 ,15.1 ,25.1 ,0.0 ,5.2 ,2.7 ,39.0 ,54.5 ,997.3 ,1007.2 ,6.2 ,17.3 ,6.4 ,24.8 ,1590 ,2819 ,2462 ,1857 
2022-06-08,21.2 ,16.2 ,25.8 ,0.0 ,3.9 ,2.3 ,48.0 ,61.6 ,1001.1 ,1011.0 ,5.1 ,17.0 ,6.4 ,28.5 ,1857 ,1590 ,2819 ,2440 
2022-06-09,20.9 ,18.5 ,24.5 ,2.6 ,3.5 ,1.6 ,56.0 ,76.1 ,1003.0 ,1012.8 ,2.6 ,10.7 ,5.5 ,22.4 ,2440 ,1857 ,1590 ,2192 
2022-06-10,20.9 ,17.2 ,26.6 ,1.2 ,4.8 ,1.9 ,50.0 ,75.8 ,1003.8 ,1013.7 ,4.8 ,15.4 ,5.6 ,22.3 ,2192 ,2440 ,1857 ,1848 
2022-06-11,24.6 ,17.7 ,32.7 ,0.0 ,4.7 ,2.2 ,33.0 ,59.6 ,1002.1 ,1011.9 ,10.7 ,26.5 ,3.4 ,27.8 ,1848 ,2192 ,2440 ,1753 
2022-06-12,24.6 ,18.9 ,31.5 ,0.0 ,3.8 ,2.5 ,36.0 ,58.9 ,1001.9 ,1011.6 ,9.3 ,24.5 ,5.8 ,32.4 ,1753 ,1848 ,2192 ,1766 
2022-06-13,23.6 ,19.6 ,29.2 ,18.0 ,4.4 ,2.6 ,51.0 ,68.5 ,999.0 ,1008.8 ,7.7 ,20.7 ,7.5 ,25.0 ,1766 ,1753 ,1848 ,1969 
2022-06-14,21.5 ,17.7 ,27.1 ,0.0 ,6.0 ,4.2 ,42.0 ,56.4 ,998.4 ,1008.2 ,5.7 ,18.6 ,7.8 ,23.1 ,1969 ,1766 ,1753 ,1840 
2022-06-15,17.5 ,14.9 ,20.1 ,18.5 ,3.7 ,2.3 ,71.0 ,92.4 ,996.0 ,1006.0 ,0.0 ,5.6 ,9.8 ,18.7 ,1840 ,1969 ,1766 ,1640 
2022-06-16,20.3 ,17.6 ,24.8 ,0.7 ,4.4 ,2.3 ,53.0 ,78.4 ,997.7 ,1007.6 ,3.8 ,13.0 ,5.6 ,21.1 ,1640 ,1840 ,1969 ,1694 
2022-06-17,22.5 ,16.5 ,28.1 ,0.0 ,3.7 ,1.9 ,56.0 ,76.4 ,997.9 ,1007.7 ,3.2 ,17.9 ,5.8 ,23.5 ,1694 ,1640 ,1840 ,1928 
2022-06-18,23.3 ,22.0 ,25.1 ,0.0 ,4.0 ,1.7 ,72.0 ,79.6 ,997.5 ,1007.3 ,0.0 ,6.1 ,7.6 ,23.1 ,1928 ,1694 ,1640 ,1951 
2022-06-19,23.4 ,22.3 ,25.1 ,0.0 ,3.0 ,1.4 ,74.0 ,81.6 ,997.6 ,1007.4 ,0.0 ,5.1 ,8.6 ,23.3 ,1951 ,1928 ,1694 ,1727 
2022-06-20,25.2 ,22.0 ,29.0 ,0.0 ,2.8 ,1.3 ,58.0 ,76.6 ,994.8 ,1004.4 ,1.8 ,12.6 ,6.0 ,26.4 ,1727 ,1951 ,1928 ,1801 
2022-06-21,26.5 ,21.2 ,32.6 ,0.0 ,4.0 ,2.0 ,48.0 ,72.6 ,993.9 ,1003.5 ,12.6 ,28.9 ,3.1 ,32.3 ,1801 ,1727 ,1951 ,2105 
2022-06-22,25.9 ,21.9 ,31.0 ,0.0 ,4.2 ,2.1 ,44.0 ,71.1 ,997.1 ,1006.7 ,7.4 ,22.4 ,6.1 ,31.5 ,2105 ,1801 ,1727 ,2001 
2022-06-23,24.3 ,23.3 ,26.4 ,103.0 ,6.4 ,2.8 ,74.0 ,89.1 ,989.5 ,999.2 ,0.0 ,3.4 ,8.9 ,23.3 ,2001 ,2105 ,1801 ,2226 
2022-06-24,22.6 ,20.6 ,24.9 ,19.1 ,5.4 ,3.5 ,76.0 ,90.9 ,988.1 ,997.7 ,1.7 ,8.5 ,8.4 ,23.6 ,2226 ,2001 ,2105 ,2112 
2022-06-25,26.0 ,21.5 ,30.5 ,0.0 ,5.1 ,2.8 ,69.0 ,80.4 ,994.1 ,1003.7 ,3.0 ,17.6 ,7.5 ,26.7 ,2112 ,2226 ,2001 ,2379 
2022-06-26,26.5 ,24.8 ,28.1 ,0.0 ,5.0 ,2.6 ,79.0 ,82.1 ,998.2 ,1007.8 ,0.0 ,3.0 ,10.0 ,24.8 ,2379 ,2112 ,2226 ,2470 
2022-06-27,26.8 ,25.4 ,28.1 ,6.1 ,6.0 ,2.8 ,76.0 ,84.4 ,996.7 ,1006.4 ,0.0 ,4.8 ,10.0 ,26.1 ,2470 ,2379 ,2112 ,2495 
2022-06-28,26.9 ,25.7 ,27.9 ,6.3 ,9.9 ,5.8 ,74.0 ,81.9 ,992.6 ,1002.2 ,0.0 ,3.3 ,10.0 ,25.1 ,2495 ,2470 ,2379 ,1643 
2022-06-29,25.1 ,24.4 ,26.1 ,37.8 ,9.0 ,4.1 ,89.0 ,95.5 ,994.5 ,1004.2 ,0.0 ,2.9 ,10.0 ,25.3 ,1643 ,2495 ,2470 ,1863 
2022-06-30,22.3 ,21.2 ,24.5 ,176.2 ,4.6 ,2.3 ,97.0 ,99.3 ,1000.6 ,1010.4 ,0.0 ,2.4 ,10.0 ,22.6 ,1863 ,1643 ,2495 ,1628 
2022-07-01,26.6 ,21.9 ,30.9 ,0.0 ,4.8 ,2.1 ,61.0 ,83.3 ,1004.4 ,1014.1 ,7.2 ,21.5 ,5.6 ,29.0 ,1628 ,1863 ,1643 ,1136 
2022-07-02,28.8 ,24.0 ,33.8 ,0.0 ,3.4 ,1.7 ,50.0 ,72.8 ,1002.6 ,1012.3 ,10.8 ,25.8 ,4.1 ,30.8 ,1136 ,1628 ,1863 ,1425 
2022-07-03,29.3 ,24.4 ,34.2 ,0.0 ,3.8 ,1.7 ,47.0 ,68.6 ,998.6 ,1008.1 ,10.8 ,26.3 ,4.6 ,31.6 ,1425 ,1136 ,1628 ,1577 
2022-07-04,29.3 ,26.4 ,32.6 ,0.0 ,4.5 ,1.8 ,59.0 ,71.8 ,995.3 ,1004.9 ,3.6 ,14.9 ,6.9 ,30.8 ,1577 ,1425 ,1136 ,1781 
2022-07-05,29.2 ,26.7 ,33.1 ,0.0 ,4.2 ,1.7 ,61.0 ,73.8 ,995.1 ,1004.6 ,2.6 ,16.0 ,7.5 ,31.4 ,1781 ,1577 ,1425 ,1541 
2022-07-06,29.5 ,26.2 ,33.3 ,16.1 ,5.3 ,2.1 ,61.0 ,76.0 ,997.0 ,1006.5 ,1.1 ,14.5 ,7.3 ,31.9 ,1541 ,1781 ,1577 ,1595 
2022-07-07,28.2 ,26.4 ,31.0 ,0.0 ,5.4 ,2.8 ,69.0 ,82.3 ,995.4 ,1004.9 ,0.6 ,8.3 ,9.3 ,28.2 ,1595 ,1541 ,1781 ,1554 
2022-07-08,25.8 ,24.0 ,27.9 ,1.7 ,4.7 ,2.9 ,70.0 ,84.4 ,993.0 ,1002.6 ,0.0 ,6.9 ,9.5 ,26.0 ,1554 ,1595 ,1541 ,1314 
2022-07-09,26.9 ,24.0 ,30.9 ,0.1 ,3.4 ,1.7 ,64.0 ,82.1 ,992.9 ,1002.5 ,1.8 ,13.6 ,7.0 ,27.9 ,1314 ,1554 ,1595 ,1541 
2022-07-10,29.2 ,24.6 ,35.1 ,0.0 ,3.9 ,1.7 ,46.0 ,68.0 ,994.6 ,1004.1 ,8.4 ,23.1 ,5.6 ,32.0 ,1541 ,1314 ,1554 ,1548 
2022-07-11,27.0 ,24.7 ,30.6 ,9.0 ,5.3 ,1.8 ,54.0 ,75.0 ,995.9 ,1005.5 ,2.8 ,13.9 ,6.3 ,29.0 ,1548 ,1541 ,1314 ,1909 
2022-07-12,26.8 ,23.2 ,29.4 ,0.0 ,3.6 ,2.2 ,64.0 ,73.1 ,997.5 ,1007.1 ,0.8 ,11.8 ,8.1 ,27.2 ,1909 ,1548 ,1541 ,1730 
2022-07-13,25.0 ,24.0 ,27.1 ,114.5 ,3.9 ,1.8 ,76.0 ,93.9 ,992.3 ,1001.9 ,0.0 ,1.3 ,10.0 ,24.6 ,1730 ,1909 ,1548 ,1899 
2022-07-14,25.7 ,23.3 ,29.9 ,0.9 ,4.1 ,2.3 ,63.0 ,84.6 ,990.2 ,999.8 ,3.9 ,17.2 ,8.1 ,27.6 ,1899 ,1730 ,1909 ,1480 
2022-07-15,26.0 ,23.0 ,30.3 ,0.0 ,5.0 ,2.3 ,55.0 ,76.5 ,989.9 ,999.5 ,8.9 ,24.5 ,5.3 ,29.1 ,1480 ,1899 ,1730 ,1912 
2022-07-16,24.8 ,23.2 ,28.2 ,34.0 ,5.3 ,2.0 ,66.0 ,83.4 ,988.5 ,998.1 ,1.5 ,10.8 ,8.3 ,26.1 ,1912 ,1480 ,1899 ,2018 
2022-07-17,25.5 ,22.5 ,29.7 ,0.0 ,4.4 ,1.8 ,63.0 ,78.9 ,990.6 ,1000.2 ,3.6 ,16.8 ,7.3 ,28.0 ,2018 ,1912 ,1480 ,1592 
2022-07-18,26.8 ,23.1 ,30.1 ,0.0 ,3.9 ,2.2 ,58.0 ,76.0 ,989.4 ,999.0 ,5.2 ,21.0 ,5.4 ,28.2 ,1592 ,2018 ,1912 ,2133 
2022-07-19,27.4 ,24.3 ,31.1 ,0.0 ,4.8 ,2.3 ,56.0 ,74.1 ,992.3 ,1001.9 ,8.4 ,23.4 ,6.3 ,30.7 ,2133 ,1592 ,2018 ,2029 
2022-07-20,27.1 ,24.3 ,30.4 ,1.1 ,4.5 ,2.2 ,57.0 ,76.1 ,996.1 ,1005.7 ,3.1 ,17.7 ,9.0 ,30.4 ,2029 ,2133 ,1592 ,1834 
2022-07-21,23.2 ,20.8 ,25.2 ,10.4 ,5.5 ,2.9 ,77.0 ,87.6 ,992.3 ,1002.0 ,0.5 ,6.6 ,8.9 ,25.0 ,1834 ,2029 ,2133 ,1666 
2022-07-22,25.1 ,22.9 ,27.5 ,5.2 ,3.4 ,1.9 ,68.0 ,81.5 ,995.7 ,1005.4 ,2.5 ,13.5 ,7.5 ,26.1 ,1666 ,1834 ,2029 ,1781 
2022-07-23,24.8 ,22.3 ,28.0 ,9.9 ,3.9 ,2.0 ,67.0 ,83.6 ,994.7 ,1004.4 ,0.1 ,9.1 ,9.4 ,26.6 ,1781 ,1666 ,1834 ,2248 
2022-07-24,25.0 ,22.0 ,28.4 ,1.2 ,3.7 ,2.1 ,72.0 ,86.9 ,992.6 ,1002.3 ,0.4 ,8.8 ,9.5 ,25.6 ,2248 ,1781 ,1666 ,2009 
2022-07-25,27.5 ,23.6 ,32.0 ,0.0 ,3.6 ,1.9 ,52.0 ,75.0 ,998.7 ,1008.3 ,9.6 ,25.5 ,3.8 ,29.7 ,2009 ,2248 ,1781 ,2261 
2022-07-26,28.9 ,24.4 ,33.1 ,0.0 ,3.8 ,1.8 ,53.0 ,72.5 ,999.3 ,1008.9 ,9.0 ,22.3 ,5.0 ,30.3 ,2261 ,2009 ,2248 ,2722 
2022-07-27,29.3 ,26.4 ,33.4 ,0.0 ,4.4 ,2.0 ,50.0 ,66.3 ,999.6 ,1009.1 ,6.0 ,19.7 ,5.3 ,31.0 ,2722 ,2261 ,2009 ,2600 
2022-07-28,29.7 ,25.1 ,34.4 ,0.0 ,3.8 ,2.4 ,48.0 ,63.8 ,1000.8 ,1010.3 ,9.9 ,25.2 ,3.5 ,33.3 ,2600 ,2722 ,2261 ,2586 
2022-07-29,30.7 ,27.3 ,34.3 ,0.0 ,4.4 ,2.2 ,52.0 ,68.1 ,1001.8 ,1011.4 ,7.6 ,20.3 ,5.0 ,32.9 ,2586 ,2600 ,2722 ,2759 
2022-07-30,30.9 ,27.3 ,36.1 ,1.0 ,5.6 ,2.6 ,50.0 ,68.4 ,999.3 ,1008.8 ,9.4 ,23.5 ,4.5 ,32.4 ,2759 ,2586 ,2600 ,2684 
2022-07-31,27.2 ,25.4 ,29.0 ,47.2 ,3.9 ,2.5 ,75.0 ,85.8 ,996.4 ,1006.0 ,0.0 ,4.9 ,9.8 ,27.6 ,2684 ,2759 ,2586 ,2107 
2022-08-01,28.6 ,25.4 ,32.4 ,30.0 ,4.6 ,2.4 ,67.0 ,82.4 ,995.6 ,1005.2 ,3.2 ,15.1 ,8.9 ,28.9 ,2107 ,2684 ,2759 ,1916 
2022-08-02,26.8 ,25.5 ,28.5 ,33.5 ,4.9 ,2.8 ,78.0 ,90.0 ,998.4 ,1008.0 ,0.0 ,4.4 ,9.9 ,27.2 ,1916 ,2107 ,2684 ,2164 
2022-08-03,27.1 ,25.2 ,30.0 ,51.1 ,4.6 ,2.8 ,76.0 ,90.1 ,1000.1 ,1009.8 ,1.3 ,8.7 ,9.3 ,27.4 ,2164 ,1916 ,2107 ,1725 
2022-08-04,28.9 ,26.0 ,32.9 ,0.0 ,4.0 ,2.5 ,64.0 ,79.3 ,999.5 ,1009.1 ,8.7 ,22.2 ,4.4 ,31.6 ,1725 ,2164 ,1916 ,1711 
2022-08-05,29.4 ,27.0 ,32.7 ,0.0 ,5.2 ,2.6 ,61.0 ,76.6 ,996.2 ,1005.7 ,6.3 ,19.6 ,5.9 ,32.6 ,1711 ,1725 ,2164 ,1403 
